node	type
O75072	protein
Q9Y6A1	protein
Q9H9S5	protein
Q8N3V7	protein
O14813	protein
P50553	protein
Q92932	protein
Q9HAS3	protein
O43679	protein
Q53FP2	protein
Q6UVJ0	protein
Q9Y2Y9	protein
P04921	protein
P78363	protein
P80108	protein
Q14582	protein
Q9Y5U2	protein
O60741	protein
Q6GTS8	protein
Q8IVJ1	protein
O14966	protein
Q6IMN6	protein
Q96GN5	protein
Q9ULC3	protein
Q9BYG8	protein
Q8TAX9	protein
O75844	protein
O00743	protein
Q12905	protein
Q8IYJ3	protein
P43360	protein
O75638	protein
A0A0B4J293	protein
Q9H2H9	protein
Q92499	protein
P51911	protein
P55082	protein
Q9UI30	protein
Q9Y5N5	protein
O75052	protein
Q5T2W1	protein
Q969G9	protein
Q8WUS8	protein
Q96IV6	protein
Q15800	protein
Q9UKR5	protein
Q15738	protein
Q8TEX9	protein
Q96D09	protein
Q969F9	protein
Q9UI46	protein
Q8NEP3	protein
Q7L0Y3	protein
Q8TCX5	protein
Q9NQW8	protein
Q07075	protein
O60256	protein
Q9Y644	protein
Q86UW1	protein
Q86UW2	protein
Q9H2G2	protein
Q9H2A3	protein
A0A0A6YYG9	protein
Q8IUH4	protein
O75781	protein
O43567	protein
Q2TAY7	protein
P57054	protein
P37287	protein
Q14442	protein
Q9Y2B2	protein
Q9BRB3	protein
Q3MUY2	protein
P11684	protein
P05090	protein
P00739	protein
P02489	protein
A6NGQ2	protein
Q9BVL4	protein
Q9Y6D0	protein
O75882	protein
A0A2U3TZE7	protein
Q96NE9	protein
P78337	protein
Q6FIF0	protein
Q01650	protein
P17342	protein
O14558	protein
P06734	protein
E7EUB6	protein
Q9NS15	protein
Q7Z407	protein
Q9NW15	protein
O75506	protein
O75157	protein
Q969G2	protein
Q8WUH2	protein
P24046	protein
P23415	protein
Q86UY6	protein
A2RU49	protein
O95071	protein
O95425	protein
Q7Z3Z2	protein
Q9Y2U8	protein
Q9Y4E1	protein
Q9Y3C0	protein
Q2M389	protein
Q03001	protein
Q8NDY3	protein
P35548	protein
Q9BXU7	protein
Q15155	protein
Q13576	protein
E9PSI1	protein
Q7L8A9	protein
A0A1X7SBT2	protein
Q02577	protein
Q9BRK4	protein
P04118	protein
Q8IUC4	protein
Q86UR1	protein
Q96QU8	protein
Q14847	protein
Q9Y4U1	protein
Q9NPG2	protein
Q14657	protein
O43768	protein
Q8WUE5	protein
Q8TDP1	protein
O75915	protein
Q8TB72	protein
Q8NEQ5	protein
Q96BH3	protein
Q9P2B2	protein
P48664	protein
P43005	protein
Q15038	protein
P47929	protein
Q96E09	protein
Q8N7W2	protein
Q9UQ53	protein
D6RH02	protein
P12035	protein
P02533	protein
Q9P2R6	protein
Q9Y2L9	protein
O95427	protein
P57086	protein
A0A7I2XYG4	protein
O75339	protein
Q6PIY7	protein
Q9NRM1	protein
Q9NP70	protein
O95968	protein
P07311	protein
Q96MB7	protein
Q9UBC1	protein
Q15417	protein
Q4VC12	protein
Q9H6I2	protein
P35219	protein
P20264	protein
Q15853	protein
O75570	protein
Q8TBG9	protein
O43760	protein
Q9HCY8	protein
O60682	protein
O00182	protein
Q5TD94	protein
P54821	protein
Q99811	protein
Q92826	protein
Q9UBF1	protein
Q9NV96	protein
Q9P2K9	protein
Q4G0X9	protein
P54253	protein
Q8WTR4	protein
P17041	protein
P51798	protein
Q969V3	protein
O95861	protein
Q9BRG2	protein
O15226	protein
Q9BSJ5	protein
Q9BVK8	protein
Q86WC4	protein
Q8N5H7	protein
P36508	protein
P08922	protein
Q4AC99	protein
Q96LJ7	protein
Q06418	protein
Q12866	protein
A0PJE2	protein
Q9HBH5	protein
Q76MJ5	protein
Q15198	protein
A6NNS2	protein
Q6GMR7	protein
Q53FZ2	protein
Q9BUT1	protein
Q92519	protein
O15146	protein
P50747	protein
Q9H3Y6	protein
Q6YN16	protein
Q8IY84	protein
P35590	protein
Q504Y2	protein
Q9BPX1	protein
P42684	protein
Q9Y2E4	protein
M0QYV0	protein
Q6XUX3	protein
Q6UX07	protein
Q08AH3	protein
Q08AH1	protein
Q8NBQ5	protein
Q8NBN7	protein
P30530	protein
Q9BXA7	protein
Q8N5I4	protein
H0YIZ8	protein
Q13268	protein
Q8N0X4	protein
P0C7M7	protein
Q14689	protein
Q14194	protein
P80192	protein
H3BVE0	protein
Q9Y5S2	protein
Q96QU6	protein
P57058	protein
Q96PN8	protein
P42679	protein
Q5TCX8	protein
Q9Y616	protein
Q8N441	protein
Q68CK6	protein
Q7Z5P4	protein
Q6SA08	protein
Q9BY49	protein
Q86V86	protein
Q96S53	protein
Q7Z5J1	protein
Q9NUI1	protein
Q7L1T6	protein
Q6PKH6	protein
Q9P1W9	protein
Q6IAN0	protein
O43609	protein
Q9H6Q3	protein
Q15262	protein
Q9NR46	protein
O94875	protein
Q96JA1	protein
O60890	protein
P49796	protein
Q13796	protein
Q15049	protein
Q8N8S7	protein
P61587	protein
A0A0A0MQR2	protein
O75093	protein
P08183	protein
A0A7I2PLE3	protein
Q12982	protein
Q96T51	protein
Q8WXA3	protein
P78314	protein
Q13239	protein
P41218	protein
P81274	protein
P24666	protein
Q9NWQ8	protein
Q12913	protein
A0A0B4J1S7	protein
P10747	protein
Q14761	protein
Q9HD43	protein
Q08116	protein
Q9NZQ7	protein
Q9NSE2	protein
Q86WV1	protein
P78423	protein
Q92914	protein
O60258	protein
P02511	protein
P24723	protein
P08962	protein
P17706	protein
Q9H5V8	protein
P21246	protein
O43184	protein
O75628	protein
Q6PKX4	protein
Q16825	protein
Q9BXN2	protein
Q8N556	protein
Q6ZN44	protein
Q13444	protein
A0A0A0MRB0	protein
Q13349	protein
A0A3F2YNX1	protein
A7KAX9	protein
Q07960	protein
Q8N302	protein
Q5VWQ8	protein
Q96KS9	protein
Q7Z628	protein
Q96FW1	protein
O43294	protein
Q9Y316	protein
Q86UP2	protein
P52757	protein
O15013	protein
Q53QZ3	protein
Q8TCU6	protein
Q9P107	protein
O94988	protein
P53609	protein
Q9Y3M8	protein
Q9BRR9	protein
Q9HCE6	protein
O15068	protein
O75365	protein
Q8WZ64	protein
Q8N103	protein
Q86T65	protein
Q8IWW6	protein
Q17R89	protein
Q6ZRI8	protein
Q9NR81	protein
Q6WCQ1	protein
P42331	protein
Q9NR80	protein
Q92888	protein
Q3KRB8	protein
Q92619	protein
Q92502	protein
Q8WUY9	protein
Q6ZW31	protein
Q9P2F6	protein
Q9H2X3	protein
Q9P2N2	protein
P98171	protein
Q5TG30	protein
Q14CB8	protein
Q5VV41	protein
Q12979	protein
Q12774	protein
Q9P2C4	protein
Q3KR16	protein
Q7Z6I6	protein
Q5VT97	protein
H0YJX3	protein
O14559	protein
Q8IW93	protein
Q9Y4F1	protein
O60725	protein
O43307	protein
Q6P4F7	protein
Q2M1Z3	protein
Q5T5U3	protein
Q7Z6J4	protein
P15882	protein
Q9H4E7	protein
Q7Z5H3	protein
B2RTY4	protein
Q8WWN8	protein
Q96M27	protein
Q9HAT0	protein
Q9NYF5	protein
Q96DC9	protein
Q9BZR6	protein
O43182	protein
A8MPX8	protein
Q96HP0	protein
Q6H8Q1	protein
Q96N67	protein
Q8NF50	protein
Q86VI3	protein
Q8IZD9	protein
Q9BY67	protein
Q9BZ29	protein
Q8NFA2	protein
Q8N1I0	protein
Q70Z35	protein
Q9HD67	protein
Q96BY6	protein
P52306	protein
O95466	protein
O14830	protein
O14829	protein
Q92963	protein
Q9P0J1	protein
Q96M20	protein
Q9H568	protein
Q5J8X5	protein
Q8TBZ3	protein
Q96T58	protein
Q14254	protein
Q6EIG7	protein
P20749	protein
P16150	protein
Q13291	protein
Q7Z6G8	protein
Q8TD86	protein
Q9Y217	protein
Q9NYA4	protein
Q13614	protein
Q13615	protein
Q8NCE2	protein
Q96EF0	protein
A2RU30	protein
Q96E93	protein
D6RAM3	protein
P16591	protein
Q12767	protein
Q13319	protein
Q6ZMQ8	protein
Q96SZ6	protein
Q9NX52	protein
A6NK53	protein
Q32MQ0	protein
Q96N20	protein
Q9Y2G7	protein
Q6ZNG1	protein
Q9BV97	protein
Q9HCL3	protein
P17014	protein
Q7L3S4	protein
Q7Z2F6	protein
Q6ZNG0	protein
Q96K75	protein
A8K8V0	protein
O95780	protein
A8MUZ8	protein
Q86UE3	protein
A0A0A0MR41	protein
Q6ZMY9	protein
Q8N720	protein
Q969W8	protein
Q7Z340	protein
P17027	protein
P59923	protein
A0A0A0MR47	protein
A0A0A0MS76	protein
Q9H7R0	protein
P17024	protein
Q96SK3	protein
Q8NHY6	protein
Q9C0F3	protein
Q9GZX5	protein
Q14588	protein
Q15928	protein
Q6PG37	protein
Q8NDW4	protein
Q96NG8	protein
Q8NE65	protein
P52737	protein
Q9ULD5	protein
A0A088AWK7	protein
P17039	protein
Q9UL58	protein
Q8N9F8	protein
Q8NEP9	protein
Q6ZS27	protein
Q6ZR52	protein
A6NHJ4	protein
Q86V71	protein
Q8TD17	protein
O94892	protein
Q8WXB4	protein
Q96HQ0	protein
Q96H86	protein
Q08ER8	protein
Q9BSK1	protein
Q96GE5	protein
Q8N2I2	protein
Q9Y3M9	protein
Q9BX82	protein
B4DXR9	protein
Q14587	protein
Q6ECI4	protein
Q8NEK5	protein
Q9P0L1	protein
Q3MIS6	protein
Q9Y462	protein
Q9UJL9	protein
Q6AZW8	protein
Q9NZL3	protein
Q15935	protein
Q6P9A3	protein
Q5MCW4	protein
Q9Y473	protein
Q96SQ5	protein
Q9Y2P7	protein
Q86YE8	protein
Q9BS31	protein
Q8NA42	protein
P17019	protein
Q3ZCX4	protein
Q8N393	protein
Q03936	protein
O60765	protein
Q8IYX0	protein
Q8TF45	protein
Q8TD23	protein
Q8IVC4	protein
Q5JNZ3	protein
Q6NX49	protein
Q8TF32	protein
Q96RE9	protein
Q8N988	protein
A0A0A0MSW5	protein
Q6PK81	protein
Q8N7K0	protein
Q9HCX3	protein
Q6P3V2	protein
P51814	protein
Q96JL9	protein
P17032	protein
Q99676	protein
Q6V9R5	protein
Q8N9Z0	protein
Q6ZN79	protein
Q9NYT6	protein
Q96PQ6	protein
Q96BR6	protein
P21506	protein
Q8N1W2	protein
Q9UL59	protein
Q32M78	protein
P17017	protein
Q14586	protein
Q86UQ0	protein
Q9H7X3	protein
Q86WZ6	protein
Q8N8J6	protein
Q9HAH1	protein
Q9HBT7	protein
Q8TA94	protein
Q9NQW5	protein
Q7Z3V5	protein
Q6IQ21	protein
P17021	protein
O14628	protein
Q9BUY5	protein
Q8TF47	protein
P17036	protein
Q6P280	protein
Q5TEC3	protein
Q8WV37	protein
Q9H707	protein
A0A0C4DGB4	protein
O43345	protein
Q86T29	protein
Q9P2J8	protein
Q9UK12	protein
Q9Y2A4	protein
Q49AA0	protein
Q96H40	protein
Q8TAU3	protein
A0A0A0MRS1	protein
Q9NXT0	protein
Q86Y25	protein
Q9NQX6	protein
Q8N8Z8	protein
P0CH99	protein
Q8TAF7	protein
P17023	protein
Q96C28	protein
Q8IVP9	protein
Q9Y2L8	protein
Q68DI1	protein
Q9H7R5	protein
Q8TB69	protein
Q9BU19	protein
Q3KQV3	protein
Q6ZN57	protein
Q6PF04	protein
Q5JUW0	protein
Q96JC4	protein
Q96I27	protein
Q9BWM5	protein
Q96SE7	protein
O43296	protein
Q8NDX6	protein
Q96N77	protein
Q969J2	protein
P17022	protein
Q9H7S9	protein
Q8IYN0	protein
P52738	protein
Q8N184	protein
P83916	protein
Q9BR84	protein
Q5T5D7	protein
Q6NSZ9	protein
Q13398	protein
Q6NX45	protein
Q9HCG1	protein
Q86TJ5	protein
Q5SXM1	protein
Q8TF39	protein
A4D1E1	protein
Q9NR11	protein
O43361	protein
B4DX44	protein
Q5JVG2	protein
P17038	protein
Q96CS4	protein
Q6ZNC4	protein
Q06732	protein
O14978	protein
Q96N22	protein
Q8NEM1	protein
Q96PE6	protein
P0C7X2	protein
Q6AW86	protein
Q52M93	protein
Q9Y5V0	protein
Q5VIY5	protein
Q96NI8	protein
Q9H0M5	protein
Q14590	protein
Q15937	protein
Q8N883	protein
Q96IT1	protein
Q6ZSS3	protein
O75346	protein
Q9UK76	protein
Q8TF20	protein
Q3SY52	protein
P51786	protein
Q6IV72	protein
Q8N3J9	protein
Q8TC21	protein
Q96NL3	protein
Q3KP31	protein
Q9H4L7	protein
P10072	protein
Q8N587	protein
A2RRD8	protein
Q8IZ26	protein
Q8TAW3	protein
Q7L945	protein
Q96K58	protein
Q8N9K5	protein
A6NN14	protein
P17029	protein
O60304	protein
Q15973	protein
Q86XU0	protein
Q8NDQ6	protein
P17030	protein
Q09FC8	protein
Q9Y2H8	protein
Q9UDV6	protein
Q8IZC7	protein
O75467	protein
Q8N823	protein
Q8NC26	protein
Q9P255	protein
O95125	protein
O75373	protein
O14709	protein
Q02386	protein
Q9UC06	protein
Q9UJW8	protein
Q15776	protein
Q13106	protein
Q9BS34	protein
P17035	protein
Q6P1L6	protein
Q6P2D0	protein
Q9NQZ8	protein
Q9HCZ1	protein
Q9ULM2	protein
Q8IYI8	protein
O75820	protein
Q96MR9	protein
O75437	protein
Q8N7Q3	protein
Q12901	protein
Q14929	protein
P52744	protein
A8MTY0	protein
Q9UJU3	protein
Q14593	protein
Q96NG5	protein
Q96LW1	protein
Q6NUN9	protein
Q14592	protein
Q9UK13	protein
Q96SR6	protein
Q8WTR7	protein
Q9NV72	protein
Q9Y2Q1	protein
Q8NCK3	protein
Q9UIE0	protein
A8K0R7	protein
Q08AN1	protein
P15622	protein
P51815	protein
A6NP11	protein
Q8NDP4	protein
Q68DY9	protein
Q6ZN11	protein
Q6P9A1	protein
Q8TBZ8	protein
Q5HYK9	protein
P52736	protein
P52742	protein
Q5JVG8	protein
Q96BV0	protein
Q9H8G1	protein
Q17R60	protein
Q5JSS6	protein
Q9C093	protein
Q96SK2	protein
O95149	protein
A9QM74	protein
P0DJD1	protein
Q9HC62	protein
Q9HCD5	protein
Q6EMK4	protein
Q7Z3J3	protein
O00273	protein
Q12792	protein
P29144	protein
Q6IMI6	protein
Q9HCN2	protein
Q7Z2Q7	protein
Q9HCU0	protein
Q9H175	protein
A0A0D2X7Z3	protein
Q6PJW8	protein
Q96KQ4	protein
Q96QC0	protein
O60391	protein
Q9P2K8	protein
Q9BQI3	protein
Q9GZN8	protein
P49750	protein
Q96I34	protein
O15084	protein
Q7Z2W7	protein
Q5SWA1	protein
Q9HCD6	protein
Q6NYC8	protein
O60927	protein
Q9BTV4	protein
Q7Z6V5	protein
Q6ZN55	protein
P13598	protein
P13797	protein
O75462	protein
O14544	protein
Q13007	protein
Q14626	protein
O75159	protein
Q9NRF2	protein
Q9GZR2	protein
Q6P2I3	protein
O95159	protein
Q2YD98	protein
Q6PCE3	protein
Q8NF64	protein
Q8WXF1	protein
M0R3H8	protein
Q9NP87	protein
Q5TBB1	protein
Q9UBZ4	protein
Q13287	protein
Q8NHY5	protein
Q9H3F6	protein
O15304	protein
Q6PIW4	protein
Q149N8	protein
Q9ULJ6	protein
Q5FWF4	protein
P49321	protein
Q9H611	protein
Q96QE3	protein
Q9UK58	protein
Q17RY0	protein
Q7Z5Q1	protein
Q8WVV9	protein
O95932	protein
O95382	protein
P49116	protein
Q9H2K8	protein
Q13118	protein
Q15743	protein
Q9BUZ4	protein
Q155Q3	protein
Q8IZI9	protein
P05000	protein
Q86WN2	protein
Q8IZJ0	protein
Q9NYY1	protein
Q9P0W0	protein
Q8IX90	protein
Q9NS64	protein
Q8NEM2	protein
Q5TB30	protein
A0A0A0MTP3	protein
Q9NZH6	protein
P41161	protein
O95760	protein
O95998	protein
O95807	protein
Q9NQ48	protein
Q9UL63	protein
Q15326	protein
A0A0B4J269	protein
Q8N137	protein
Q9UJT0	protein
Q13509	protein
Q6XZF7	protein
Q9UHQ7	protein
P62699	protein
Q14147	protein
O95793	protein
Q9BRP8	protein
Q9NRJ5	protein
Q9Y580	protein
Q8TE96	protein
P36915	protein
Q9H649	protein
Q8N752	protein
Q8NEF9	protein
Q12816	protein
Q8N8A6	protein
Q9Y606	protein
Q9BUR4	protein
Q9P2T0	protein
Q13371	protein
O15381	protein
Q96GJ1	protein
Q9BQ52	protein
Q8NC60	protein
Q8IZ69	protein
Q9H0K6	protein
Q9H777	protein
Q9NXV6	protein
A8K979	protein
Q9NU22	protein
M0R3G1	protein
Q99633	protein
Q92527	protein
O14530	protein
Q9NUK0	protein
Q5VZF2	protein
P36268	protein
P25092	protein
Q9NYV6	protein
Q6NZI2	protein
O60287	protein
Q13395	protein
Q8N1V2	protein
Q9H6Y2	protein
Q8N884	protein
Q92522	protein
O60812	protein
Q99729	protein
P38935	protein
Q9NQZ3	protein
Q14011	protein
Q86SE5	protein
Q9NR90	protein
Q8N9W6	protein
P98179	protein
A0A0A0MSS9	protein
P42694	protein
Q9UN86	protein
Q13117	protein
Q9P2E3	protein
Q8TDG4	protein
Q9BXT6	protein
Q8N567	protein
Q8WYQ9	protein
Q14444	protein
Q99973	protein
Q99972	protein
Q8IV48	protein
Q9NTJ4	protein
Q9NVV4	protein
Q9Y225	protein
Q14938	protein
P08651	protein
Q969F1	protein
O00712	protein
Q96MN5	protein
B8ZZF3	protein
Q9H773	protein
Q86V35	protein
O15182	protein
A0PJX0	protein
O75838	protein
Q9HAE3	protein
P05937	protein
P62166	protein
P84074	protein
O43745	protein
Q96Q77	protein
Q7Z572	protein
Q9UMX6	protein
Q5VUJ9	protein
Q9BXU9	protein
Q9NP86	protein
Q9BUY7	protein
P23634	protein
Q9UM19	protein
Q96BS2	protein
Q9Y272	protein
Q9NS61	protein
P04424	protein
Q12798	protein
P37235	protein
P57796	protein
H7C2G1	protein
Q8N7B9	protein
Q96A70	protein
O76038	protein
A0A804DNR1	protein
Q5THR3	protein
Q8IY85	protein
P62760	protein
Q9NZU7	protein
Q99828	protein
P22676	protein
Q9NPB3	protein
Q15696	protein
Q9GZZ0	protein
Q96CW6	protein
P31249	protein
P55347	protein
P09016	protein
Q9HCE5	protein
P10323	protein
C9JRZ8	protein
Q3SXY8	protein
P36405	protein
Q7Z478	protein
P51580	protein
P30740	protein
A0A2U3TZI3	protein
Q0VAM2	protein
Q16720	protein
Q9UPR5	protein
Q9BWK5	protein
P41220	protein
O96001	protein
Q9UHL9	protein
Q9Y6F6	protein
Q9Y691	protein
P23942	protein
Q9UPM6	protein
Q9Y5J5	protein
P30047	protein
P60983	protein
Q16281	protein
Q9UPN6	protein
Q9BYI3	protein
Q9BTC0	protein
Q9H063	protein
Q9BY84	protein
Q9BWT7	protein
Q9BXL6	protein
Q96JB8	protein
Q70Z53	protein
P50238	protein
Q01105	protein
Q6XE38	protein
K7ESF4	protein
Q5VSY0	protein
Q9GZT8	protein
Q14554	protein
Q03395	protein
Q86Y78	protein
Q8IVI9	protein
Q9H201	protein
Q9UNK4	protein
Q8NE62	protein
Q8N661	protein
Q99487	protein
Q8NCC3	protein
P20292	protein
Q01740	protein
P49326	protein
Q99518	protein
P34913	protein
P31512	protein
Q13018	protein
Q5TCH4	protein
O95372	protein
Q9BZ23	protein
Q0Z7S8	protein
O60930	protein
Q14994	protein
Q06520	protein
O95255	protein
Q14119	protein
O15440	protein
P33527	protein
O15438	protein
Q53G59	protein
Q8WZ73	protein
Q8NFI3	protein
O60739	protein
Q9P267	protein
Q96GF1	protein
O15360	protein
Q96MN2	protein
Q92630	protein
Q96DN6	protein
P12757	protein
Q9Y5T5	protein
Q9BQD3	protein
O95278	protein
O00237	protein
Q15040	protein
Q9BRZ2	protein
Q9Y6I4	protein
Q9H3M9	protein
Q8IYU4	protein
Q8NFZ5	protein
Q70EL2	protein
P09936	protein
Q9NVI7	protein
A0A5K1VW56	protein
Q14498	protein
Q96T52	protein
Q96LU5	protein
P17026	protein
Q53S58	protein
Q9NVH0	protein
Q8N6R1	protein
Q9H1X1	protein
Q5T764	protein
Q86X10	protein
P78395	protein
K7ENP7	protein
Q96LD8	protein
P43004	protein
Q53EL6	protein
Q9BRX2	protein
Q96D03	protein
Q9NX01	protein
Q96CT7	protein
Q8IV42	protein
A0A024R6J8	protein
Q9NZV5	protein
Q86Y26	protein
Q6PI26	protein
Q96HR8	protein
Q5T280	protein
Q9BZE2	protein
O95900	protein
P30039	protein
Q9BY76	protein
Q9Y2W1	protein
Q96HY6	protein
Q9UIC8	protein
Q9NUC0	protein
Q9BXL8	protein
Q6DKI7	protein
P61165	protein
P49184	protein
Q9BRN9	protein
Q15041	protein
H3BN98	protein
Q6PF06	protein
Q9H7H0	protein
O43310	protein
P30536	protein
Q6ZN17	protein
O60356	protein
Q9H6F5	protein
C9J1V9	protein
A0A0C4DFM0	protein
Q9H4K7	protein
Q13685	protein
Q8N0U7	protein
Q9BPZ3	protein
Q92615	protein
Q71RC2	protein
Q8WWM7	protein
Q9BQ75	protein
Q76FK4	protein
O14804	protein
J3KR35	protein
Q2TBE0	protein
P13994	protein
Q9BTV6	protein
Q13523	protein
O15083	protein
Q92837	protein
P46695	protein
P11678	protein
Q9P289	protein
P56211	protein
Q9BWG6	protein
P49760	protein
O60524	protein
Q9BRA0	protein
Q8NGJ4	protein
Q49A92	protein
Q8NE71	protein
Q69YN4	protein
Q9UMX5	protein
Q9NVJ2	protein
Q15293	protein
O75170	protein
C9J069	protein
Q9UNH7	protein
Q8NE28	protein
P54851	protein
Q5D0E6	protein
Q9NRG1	protein
Q92581	protein
Q4VC31	protein
Q5JVS0	protein
Q9Y2E8	protein
P48634	protein
Q9UHF7	protein
Q5JRK9	protein
P49006	protein
Q9BTY7	protein
Q6P1R4	protein
Q9UK59	protein
Q9NRA8	protein
Q9HBH9	protein
Q13542	protein
A8KAH6	protein
Q53F19	protein
O43719	protein
Q96PL5	protein
Q9HB07	protein
Q9NZK5	protein
Q6DHV7	protein
Q9H511	protein
Q9UKV3	protein
Q9BTE0	protein
Q53GL7	protein
P48509	protein
Q9UJ42	protein
P41225	protein
Q16650	protein
Q9Y4B4	protein
O95475	protein
Q12837	protein
O00570	protein
O15540	protein
O75679	protein
O94829	protein
P69849	protein
Q8WTU0	protein
Q9UGI0	protein
Q9HBF4	protein
Q9ULK6	protein
Q9H0A6	protein
Q8NEG5	protein
Q13564	protein
Q96QZ7	protein
H3BMM0	protein
Q9Y6U7	protein
Q9H0F5	protein
Q5TDH0	protein
Q9Y3C5	protein
Q7L0R7	protein
Q9P0P0	protein
Q9NQ35	protein
Q8NC42	protein
X6REH9	protein
Q6AWC2	protein
O95817	protein
Q9BQI9	protein
Q9H9V4	protein
Q6ZSG1	protein
Q96T37	protein
O94900	protein
O95671	protein
I3L0E3	protein
P48380	protein
P48378	protein
Q8IUF8	protein
Q9NUQ8	protein
Q8N5F7	protein
O43823	protein
Q9Y238	protein
Q96TA2	protein
Q9H3K2	protein
Q5T5X7	protein
Q5SSJ5	protein
P03950	protein
P34096	protein
A3KN83	protein
Q6IBS0	protein
Q9BRP1	protein
Q9BQ04	protein
Q8N5L8	protein
Q96RU2	protein
P49366	protein
P56559	protein
F2Z2F3	protein
Q14558	protein
Q9NVE5	protein
P53582	protein
Q86UV5	protein
P84090	protein
Q12952	protein
Q9UHI7	protein
O14977	protein
F8VW03	protein
Q9UHQ9	protein
Q6BCY4	protein
C9JMV9	protein
Q9UGH3	protein
Q6PIS1	protein
Q5VWX1	protein
P62324	protein
Q9UK39	protein
Q7L2J0	protein
P54105	protein
Q969S3	protein
P21741	protein
Q9HD15	protein
P40222	protein
Q38SD2	protein
O43824	protein
Q8N9F0	protein
Q8NHS2	protein
Q86U10	protein
A0A0H2UH34	protein
Q9NWL6	protein
O95470	protein
I3L4J1	protein
F5H284	protein
P0DN37	protein
Q5JPE7	protein
Q5TDP6	protein
Q9HA38	protein
Q5T8A7	protein
Q92982	protein
Q8TBB5	protein
Q99551	protein
O00219	protein
O75626	protein
Q8N0Z6	protein
Q9NVM4	protein
Q9NQ92	protein
O43151	protein
Q8NFU7	protein
Q9Y3S2	protein
Q9BWF3	protein
P31942	protein
Q9H2U1	protein
Q9H2P0	protein
Q9H3P7	protein
Q9Y285	protein
Q9NX74	protein
P54098	protein
Q9BVN2	protein
P10155	protein
O43825	protein
O75752	protein
Q32NC0	protein
Q9Y343	protein
Q9Y2G4	protein
Q5T0W9	protein
Q6NXP6	protein
Q96L94	protein
Q8IYB5	protein
Q6ZRV2	protein
Q8NH60	protein
Q8WU10	protein
Q15406	protein
P10589	protein
Q5VTE6	protein
Q6L8Q7	protein
Q96QS3	protein
Q9UNK9	protein
O60447	protein
Q8TF76	protein
Q8WV24	protein
Q9H4Z2	protein
Q8WY41	protein
Q02086	protein
Q96A84	protein
Q9UKB5	protein
P82987	protein
P20774	protein
P00748	protein
O15232	protein
Q86Y97	protein
Q4FZB7	protein
O60882	protein
P21757	protein
P14543	protein
Q8TDD2	protein
P55287	protein
Q9BXN1	protein
A0A2U3TZL3	protein
O60928	protein
Q14697	protein
O60941	protein
P55157	protein
O76082	protein
P01040	protein
Q16832	protein
Q96AY3	protein
Q9H269	protein
Q8TC07	protein
Q86VX9	protein
Q9Y4G2	protein
P26374	protein
Q9HA65	protein
Q14654	protein
Q684P5	protein
Q9Y2L5	protein
Q8IZF6	protein
Q8N6T7	protein
Q7Z3A0	protein
Q9NRC8	protein
Q13461	protein
Q9Y6E7	protein
P57059	protein
O76039	protein
H0YL77	protein
Q96KV7	protein
Q5JTN6	protein
Q8NFC6	protein
Q9NYS7	protein
P50135	protein
Q9BWX1	protein
Q9HC38	protein
Q9BYB4	protein
Q9H6P5	protein
Q7Z304	protein
A1Z1Q3	protein
Q9NS37	protein
P51606	protein
Q14656	protein
Q9UKI9	protein
Q9UJW3	protein
Q96PU4	protein
Q9NRZ9	protein
Q05066	protein
Q969R5	protein
Q6PEV8	protein
Q6UX72	protein
Q9UNA3	protein
Q7Z7M8	protein
Q86X52	protein
Q92186	protein
P00709	protein
Q13421	protein
Q6H9L7	protein
Q9H6H4	protein
Q76EJ3	protein
Q9NTN3	protein
Q13296	protein
Q9H869	protein
Q3T8J9	protein
Q6NXT2	protein
O14647	protein
Q96RP3	protein
O75503	protein
Q658P3	protein
Q9UBX3	protein
Q02446	protein
P48544	protein
Q92806	protein
Q14500	protein
Q99712	protein
Q9HDC5	protein
Q9BR39	protein
Q8NGS8	protein
Q8NGA8	protein
O95006	protein
A6NF89	protein
Q8NH69	protein
Q8NG80	protein
Q8NGM8	protein
Q8NHB8	protein
Q96R47	protein
Q8NH70	protein
Q6IFG1	protein
Q8NH43	protein
Q8NGI4	protein
Q8NH90	protein
Q8WZ92	protein
A0A1X7SC13	protein
Q8NGX1	protein
Q8NGK5	protein
Q13606	protein
Q9NXK6	protein
O95007	protein
Q8NGI7	protein
J3KQU7	protein
Q8NGI3	protein
A6NET4	protein
Q8NGJ7	protein
O60412	protein
A0A286YEW5	protein
Q6IFN5	protein
Q8NG95	protein
O76000	protein
Q8NGZ0	protein
Q8N162	protein
Q9H339	protein
Q8NG76	protein
Q8NGT1	protein
Q8NGT0	protein
Q8NGG6	protein
Q8N628	protein
Q8NGS9	protein
Q8NGB2	protein
Q8NGX0	protein
Q96R45	protein
Q8WZ84	protein
Q9H207	protein
Q8NGP0	protein
A6ND48	protein
Q8NGF6	protein
O76002	protein
Q8NH50	protein
Q8N148	protein
Q8NGF8	protein
Q9H209	protein
Q8N146	protein
Q8NH16	protein
A6NMS3	protein
Q9H210	protein
Q8NH56	protein
Q8NG81	protein
A6NCV1	protein
Q8NH49	protein
Q8NH80	protein
Q8NGY2	protein
Q8NGL1	protein
A0A0B4J1S0	protein
Q6IF42	protein
Q9Y585	protein
Q8NGF3	protein
Q9Y4A9	protein
Q9GZK4	protein
A6NJZ3	protein
O43749	protein
Q8NGR5	protein
A0A2C9F2M8	protein
Q9H346	protein
