node	type
DB00748	drug
DB07772	drug
DB08429	drug
DB01170	drug
DB07522	drug
DB08479	drug
DB03159	drug
DB06849	drug
DB00886	drug
DB01107	drug
DB00801	drug
DB08156	drug
DB00255	drug
DB05255	drug
DB00778	drug
DB06077	drug
DB02633	drug
DB03294	drug
DB05018	drug
DB05864	drug
DB08019	drug
DB04794	drug
DB00342	drug
DB00139	drug
DB07377	drug
DB03661	drug
DB07027	drug
DB06616	drug
DB04020	drug
DB02288	drug
DB00945	drug
DB07007	drug
DB07981	drug
DB09073	drug
DB00584	drug
DB04752	drug
DB00133	drug
DB03899	drug
DB04369	drug
DB02112	drug
DB07219	drug
DB03615	drug
DB05713	drug
DB00736	drug
DB04790	drug
DB01567	drug
DB02220	drug
DB03541	drug
DB05253	drug
DB08387	drug
DB07441	drug
DB01411	drug
DB04602	drug
DB06414	drug
DB00151	drug
DB00522	drug
DB02610	drug
DB06016	drug
DB07264	drug
DB06795	drug
DB07340	drug
DB01392	drug
DB03317	drug
DB03628	drug
DB07061	drug
DB02933	drug
DB07117	drug
DB07873	drug
DB00399	drug
DB02783	drug
DB02482	drug
DB03976	drug
DB03276	drug
DB01776	drug
DB08901	drug
DB04709	drug
DB07696	drug
DB04967	drug
DB02272	drug
DB03176	drug
DB07893	drug
DB04678	drug
DB03223	drug
DB00142	drug
DB07209	drug
DB00720	drug
DB01695	drug
DB00392	drug
DB06920	drug
DB08877	drug
DB05399	drug
DB02084	drug
DB03633	drug
DB04892	drug
DB04325	drug
DB03896	drug
DB00091	drug
DB03645	drug
DB00726	drug
DB07643	drug
DB04725	drug
DB04888	drug
DB01354	drug
DB03008	drug
DB07135	drug
DB08182	drug
DB04072	drug
DB09014	drug
DB01588	drug
DB02473	drug
DB03040	drug
DB07453	drug
DB00901	drug
DB05095	drug
DB08555	drug
DB07500	drug
DB03024	drug
DB00944	drug
DB07181	drug
DB00159	drug
DB07070	drug
DB08056	drug
DB01351	drug
DB06148	drug
DB00805	drug
DB04021	drug
DB07731	drug
DB03967	drug
DB04917	drug
DB03061	drug
DB01213	drug
DB00451	drug
DB08816	drug
DB02114	drug
DB07344	drug
DB02872	drug
DB00604	drug
DB08734	drug
DB05511	drug
DB08453	drug
DB01962	drug
DB06995	drug
DB07351	drug
DB03496	drug
DB00145	drug
DB04566	drug
DB00797	drug
DB07530	drug
DB04871	drug
DB06929	drug
DB02821	drug
DB03046	drug
DB07993	drug
DB01244	drug
DB01352	drug
DB00956	drug
DB08148	drug
DB08228	drug
DB01435	drug
DB02875	drug
DB07735	drug
DB08620	drug
DB08899	drug
DB07563	drug
DB03594	drug
DB08247	drug
DB04618	drug
DB02342	drug
DB03744	drug
DB01154	drug
DB00514	drug
DB06958	drug
DB00807	drug
DB03468	drug
DB00849	drug
DB05104	drug
DB07074	drug
DB08006	drug
DB08783	drug
DB08197	drug
DB04392	drug
DB01016	drug
DB01544	drug
DB04505	drug
DB06147	drug
DB04470	drug
DB08009	drug
DB08690	drug
DB07230	drug
DB08740	drug
DB04855	drug
DB03566	drug
DB00880	drug
DB07156	drug
DB04797	drug
DB08292	drug
DB03595	drug
DB08168	drug
DB08352	drug
DB01689	drug
DB08119	drug
DB08334	drug
DB08186	drug
DB04232	drug
DB00172	drug
DB04233	drug
DB01752	drug
DB05134	drug
DB07225	drug
DB00122	drug
DB07629	drug
DB08130	drug
DB01892	drug
DB06858	drug
DB02671	drug
DB00378	drug
DB03886	drug
DB03083	drug
DB01081	drug
DB00583	drug
DB02547	drug
DB07618	drug
DB08184	drug
DB01353	drug
DB04521	drug
DB03441	drug
DB01437	drug
DB07845	drug
DB07642	drug
DB03772	drug
DB07912	drug
DB02652	drug
DB02854	drug
DB04315	drug
DB06909	drug
DB07437	drug
DB04009	drug
DB08201	drug
DB04395	drug
DB00774	drug
DB08462	drug
DB07315	drug
DB07942	drug
DB04531	drug
DB08868	drug
DB04276	drug
DB00875	drug
DB00130	drug
DB01966	drug
DB08800	drug
DB01399	drug
DB08807	drug
DB00135	drug
DB02032	drug
DB08152	drug
DB07849	drug
DB02218	drug
DB08409	drug
DB07716	drug
DB07641	drug
DB08402	drug
DB07034	drug
DB03951	drug
DB08046	drug
DB04604	drug
DB01131	drug
DB07423	drug
DB08426	drug
DB08395	drug
DB00717	drug
DB01536	drug
DB07093	drug
DB03981	drug
DB08531	drug
DB07321	drug
DB04563	drug
DB02197	drug
DB04954	drug
DB02767	drug
DB01812	drug
DB07954	drug
DB07193	drug
DB00723	drug
DB00131	drug
DB08141	drug
DB00140	drug
DB01071	drug
DB02986	drug
DB01953	drug
DB04178	drug
DB03664	drug
DB03065	drug
DB07136	drug
DB07317	drug
DB08149	drug
DB00093	drug
DB07738	drug
DB00405	drug
DB07382	drug
DB00340	drug
DB04089	drug
DB01902	drug
DB04774	drug
DB03227	drug
DB06712	drug
DB00616	drug
DB06764	drug
DB08590	drug
DB07545	drug
DB00270	drug
DB00391	drug
DB03195	drug
DB06939	drug
DB00163	drug
DB02568	drug
DB03052	drug
DB04527	drug
DB02097	drug
DB00934	drug
DB02087	drug
DB07393	drug
DB06262	drug
DB05297	drug
DB03722	drug
DB08482	drug
DB02659	drug
DB07666	drug
DB04835	drug
DB07387	drug
DB09272	drug
DB03606	drug
DB01123	drug
DB04948	drug
DB01002	drug
DB01231	drug
DB04447	drug
DB02375	drug
DB05482	drug
DB02468	drug
DB09082	drug
DB00424	drug
DB07714	drug
DB00226	drug
DB07837	drug
DB03902	drug
DB00125	drug
DB04487	drug
DB07730	drug
DB06944	drug
DB08954	drug
DB03708	drug
DB06861	drug
DB00647	drug
DB00546	drug
DB03443	drug
DB03565	drug
DB03622	drug
DB05395	drug
DB00767	drug
DB08125	drug
DB01736	drug
DB08374	drug
DB03824	drug
DB07922	drug
DB08896	drug
DB07389	drug
DB03125	drug
DB07195	drug
DB07795	drug
DB07608	drug
DB07495	drug
DB04920	drug
DB09068	drug
DB00114	drug
DB00637	drug
DB02512	drug
DB00169	drug
DB03298	drug
DB07689	drug
DB04493	drug
DB07929	drug
DB06884	drug
DB02379	drug
DB06288	drug
DB04821	drug
DB00645	drug
DB01871	drug
DB02602	drug
DB01579	drug
DB07054	drug
DB04829	drug
DB03039	drug
DB07751	drug
DB07494	drug
DB02726	drug
DB06940	drug
DB00902	drug
DB08018	drug
DB04825	drug
DB01946	drug
DB04366	drug
DB00892	drug
DB08422	drug
DB06842	drug
DB02277	drug
DB07697	drug
DB07013	drug
DB08333	drug
DB08299	drug
DB00240	drug
DB00414	drug
DB08231	drug
DB00266	drug
DB06176	drug
DB07194	drug
DB07213	drug
DB02198	drug
DB01565	drug
DB09102	drug
DB07032	drug
DB03760	drug
DB02553	drug
DB01365	drug
DB09217	drug
DB04172	drug
DB01375	drug
DB00132	drug
DB08296	drug
DB06899	drug
DB02596	drug
DB01559	drug
DB06883	drug
DB05434	drug
DB00143	drug
DB00644	drug
DB07842	drug
DB01972	drug
DB07378	drug
DB06777	drug
DB08155	drug
DB06987	drug
DB05116	drug
DB01251	drug
DB07324	drug
DB07374	drug
DB07794	drug
DB04140	drug
DB08038	drug
DB08121	drug
DB08521	drug
DB01833	drug
DB05448	drug
DB08063	drug
DB04003	drug
DB03056	drug
DB07131	drug
DB05271	drug
DB06480	drug
DB00914	drug
DB00777	drug
DB07154	drug
DB03243	drug
DB08739	drug
DB02210	drug
DB02269	drug
DB02735	drug
DB00309	drug
DB00627	drug
DB08087	drug
DB02709	drug
DB00552	drug
DB04048	drug
DB02255	drug
DB03667	drug
DB06868	drug
DB06912	drug
DB01108	drug
DB02195	drug
DB02973	drug
DB02761	drug
DB01964	drug
DB08037	drug
DB04880	drug
DB02462	drug
DB07558	drug
DB07531	drug
DB08691	drug
DB00119	drug
DB00445	drug
DB08051	drug
DB03814	drug
DB03559	drug
DB00116	drug
DB01436	drug
DB08515	drug
DB08029	drug
DB00523	drug
DB06947	drug
DB01992	drug
DB00643	drug
DB03587	drug
DB07446	drug
DB00153	drug
DB08262	drug
DB08024	drug
DB02329	drug
DB00366	drug
DB02126	drug
DB01045	drug
DB07277	drug
DB00565	drug
DB08676	drug
DB04885	drug
DB08933	drug
DB01600	drug
DB07030	drug
DB07081	drug
DB08010	drug
DB00138	drug
DB01790	drug
DB01520	drug
DB07205	drug
DB04600	drug
DB07943	drug
DB05137	drug
DB09074	drug
DB08751	drug
DB04786	drug
DB07733	drug
DB09049	drug
DB07881	drug
DB05266	drug
DB00126	drug
DB01614	drug
DB07574	drug
DB02848	drug
DB01793	drug
DB05812	drug
DB07995	drug
DB00463	drug
DB07456	drug
DB01836	drug
DB04859	drug
DB02878	drug
DB01708	drug
DB07932	drug
DB06969	drug
DB08846	drug
DB02506	drug
DB08881	drug
DB04079	drug
DB08230	drug
DB07006	drug
DB03623	drug
DB01782	drug
DB04953	drug
DB01102	drug
DB00741	drug
DB03485	drug
DB00121	drug
DB07149	drug
DB00562	drug
DB04137	drug
DB08635	drug
DB04365	drug
DB07710	drug
DB03918	drug
DB04272	drug
DB03395	drug
DB08707	drug
DB04489	drug
DB03796	drug
DB02745	drug
DB03691	drug
DB09202	drug
DB04132	drug
DB01369	drug
DB07652	drug
DB07265	drug
DB04473	drug
DB02869	drug
DB03247	drug
DB01624	drug
DB01819	drug
DB04889	drug
DB01253	drug
DB07251	drug
DB04217	drug
DB07448	drug
DB02811	drug
DB07088	drug
DB07150	drug
DB07316	drug
DB03697	drug
DB03183	drug
DB07202	drug
DB04840	drug
DB01010	drug
DB08838	drug
DB07537	drug
DB08806	drug
DB08763	drug
DB04606	drug
DB02967	drug
DB00237	drug
DB00744	drug
DB05786	drug
DB04114	drug
DB02322	drug
DB00628	drug
DB00655	drug
DB03147	drug
DB08733	drug
DB04416	drug
DB08708	drug
DB07259	drug
DB02690	drug
DB02363	drug
DB07965	drug
DB01589	drug
DB03929	drug
DB01852	drug
DB00241	drug
DB02310	drug
DB04799	drug
DB08033	drug
DB08403	drug
DB00179	drug
DB08912	drug
DB01405	drug
DB07427	drug
DB08411	drug
DB02258	drug
DB04715	drug
DB03222	drug
DB07905	drug
DB04946	drug
DB01135	drug
DB00383	drug
DB08569	drug
DB08392	drug
DB03477	drug
DB02651	drug
DB03945	drug
DB06986	drug
DB07143	drug
DB00394	drug
DB03106	drug
DB05075	drug
DB01440	drug
DB08683	drug
DB01940	drug
DB07668	drug
DB04614	drug
DB01001	drug
DB06809	drug
DB00160	drug
DB04854	drug
DB00136	drug
DB01418	drug
DB06401	drug
DB08689	drug
DB00120	drug
DB03670	drug
DB07100	drug
DB02635	drug
DB02527	drug
DB02049	drug
DB06962	drug
DB04166	drug
DB06728	drug
DB07594	drug
DB04648	drug
DB02988	drug
DB07388	drug
DB04464	drug
DB06292	drug
DB08005	drug
DB04886	drug
DB08312	drug
DB03279	drug
DB07318	drug
DB02597	drug
DB00589	drug
DB09076	drug
DB02063	drug
DB03136	drug
DB03726	drug
DB07134	drug
DB07474	drug
DB04557	drug
DB00942	drug
DB02007	drug
DB03021	drug
DB08811	drug
DB08043	drug
DB03788	drug
DB07430	drug
DB07895	drug
DB07101	drug
DB07422	drug
DB03509	drug
DB00234	drug
DB04513	drug
DB06921	drug
DB07294	drug
DB07180	drug
DB07380	drug
DB02429	drug
DB01089	drug
DB07168	drug
DB06707	drug
DB03742	drug
DB07401	drug
DB07053	drug
DB07246	drug
DB01630	drug
DB07002	drug
DB00161	drug
DB07835	drug
DB04894	drug
DB07919	drug
DB07465	drug
DB06070	drug
DB07844	drug
DB03849	drug
DB03959	drug
DB06964	drug
DB07985	drug
DB08538	drug
DB00746	drug
DB04633	drug
DB03213	drug
DB08361	drug
DB02315	drug
DB08818	drug
DB04720	drug
DB07802	drug
DB02963	drug
DB06911	drug
DB08480	drug
DB00587	drug
DB08660	drug
DB02733	drug
DB04268	drug
DB08572	drug
DB03777	drug
DB04578	drug
DB02196	drug
DB05298	drug
DB02589	drug
DB00190	drug
DB08699	drug
DB01863	drug
DB07916	drug
DB03758	drug
DB07010	drug
DB07756	drug
DB05824	drug
DB07974	drug
DB07506	drug
DB06992	drug
DB03937	drug
DB06738	drug
DB00558	drug
DB06741	drug
DB00123	drug
DB00574	drug
DB06892	drug
DB05265	drug
DB02662	drug
DB04446	drug
DB04180	drug
DB04551	drug
DB06678	drug
DB03012	drug
DB07173	drug
DB04069	drug
DB07986	drug
DB07859	drug
DB03380	drug
DB00982	drug
DB08150	drug
DB06982	drug
DB04847	drug
DB01472	drug
DB04141	drug
DB00129	drug
DB08836	drug
DB08059	drug
DB05442	drug
DB00617	drug
DB07089	drug
DB06837	drug
DB02915	drug
DB06993	drug
DB08354	drug
DB03336	drug
DB02616	drug
DB00508	drug
DB00699	drug
DB08610	drug
DB07724	drug
DB01723	drug
DB04837	drug
DB07133	drug
DB02170	drug
DB03132	drug
DB04638	drug
DB07821	drug
DB01837	drug
DB04795	drug
DB00866	drug
DB00711	drug
DB02670	drug
DB06877	drug
DB07124	drug
DB07237	drug
DB03490	drug
DB04522	drug
DB02081	drug
DB03909	drug
DB07780	drug
DB01256	drug
DB07533	drug
DB07807	drug
DB01677	drug
DB01601	drug
DB03133	drug
DB04014	drug
DB02073	drug
DB07926	drug
DB06835	drug
DB03944	drug
DB07221	drug
DB08749	drug
DB00917	drug
DB06155	drug
DB07141	drug
DB03673	drug
DB00568	drug
DB01686	drug
DB08613	drug
DB02504	drug
DB08030	drug
DB04468	drug
DB07462	drug
DB01426	drug
DB07335	drug
DB06853	drug
DB07121	drug
DB02116	drug
DB08054	drug
DB03273	drug
DB04677	drug
DB07297	drug
DB03749	drug
DB06693	drug
DB08891	drug
DB02047	drug
DB05458	drug
DB02638	drug
DB02661	drug
DB08911	drug
DB01227	drug
DB00858	drug
DB08277	drug
DB08790	drug
DB02840	drug
DB08465	drug
DB07119	drug
DB08345	drug
DB02259	drug
DB08546	drug
DB01283	drug
DB08249	drug
DB07157	drug
DB00957	drug
DB04552	drug
DB02998	drug
DB07548	drug
DB01134	drug
DB03439	drug
DB04644	drug
DB01454	drug
DB01412	drug
DB03309	drug
DB04905	drug
DB07385	drug
DB05408	drug
DB03311	drug
DB01274	drug
DB02029	drug
DB01422	drug
DB06706	drug
DB04348	drug
DB02758	drug
DB00402	drug
DB01699	drug
DB00104	drug
DB01325	drug
DB01338	drug
DB00509	drug
DB02803	drug
DB07660	drug
DB01208	drug
DB08756	drug
DB08867	drug
DB07941	drug
DB08596	drug
DB07263	drug
DB01698	drug
DB02209	drug
DB04681	drug
DB07632	drug
DB07330	drug
DB00606	drug
DB07621	drug
DB00269	drug
DB00239	drug
DB01031	drug
DB08293	drug
DB04432	drug
DB06871	drug
DB03575	drug
DB03707	drug
DB04216	drug
DB01429	drug
DB07878	drug
DB02142	drug
DB03769	drug
DB07609	drug
DB07489	drug
DB04518	drug
DB07299	drug
DB07128	drug
DB07717	drug
DB03577	drug
DB04867	drug
DB08198	drug
DB02448	drug
DB08436	drug
DB06976	drug
DB00943	drug
DB01805	drug
DB04574	drug
DB04324	drug
DB01737	drug
DB01466	drug
DB01357	drug
DB00148	drug
DB06917	drug
DB03910	drug
DB08435	drug
DB07400	drug
DB02486	drug
DB02594	drug
DB07362	drug
DB08208	drug
DB04090	drug
DB01791	drug
DB03187	drug
DB04585	drug
DB07736	drug
DB06857	drug
DB08157	drug
DB08437	drug
DB05412	drug
DB03495	drug
DB01054	drug
DB03551	drug
DB03088	drug
DB02449	drug
DB07633	drug
DB06441	drug
DB07675	drug
DB03693	drug
DB08802	drug
DB02377	drug
DB07528	drug
DB08445	drug
DB05294	drug
DB07934	drug
DB06203	drug
DB03635	drug
DB05492	drug
DB02465	drug
DB00865	drug
DB08273	drug
DB01996	drug
DB00332	drug
DB08617	drug
DB03158	drug
DB07793	drug
DB07658	drug
DB03980	drug
DB01621	drug
DB08047	drug
DB02281	drug
DB00588	drug
DB07371	drug
DB08493	drug
DB03064	drug
DB07921	drug
DB02062	drug
DB02347	drug
DB01015	drug
DB07419	drug
DB04676	drug
DB08065	drug
DB00467	drug
DB01594	drug
DB07212	drug
DB04462	drug
DB02078	drug
DB07254	drug
DB02353	drug
DB04463	drug
DB08175	drug
DB01103	drug
DB07383	drug
DB07005	drug
DB07281	drug
DB03374	drug
DB03880	drug
DB03801	drug
DB08932	drug
DB07021	drug
DB04080	drug
DB04426	drug
DB00771	drug
DB07104	drug
DB02774	drug
DB01576	drug
DB03800	drug
DB00812	drug
DB08513	drug
DB01665	drug
DB08599	drug
DB08202	drug
DB08497	drug
DB08080	drug
DB04608	drug
DB05475	drug
DB04770	drug
DB08910	drug
DB07949	drug
DB03975	drug
DB08819	drug
DB01124	drug
DB02001	drug
DB06603	drug
DB08088	drug
DB06594	drug
DB04105	drug
DB01541	drug
DB06984	drug
DB08588	drug
DB03434	drug
DB02045	drug
DB01452	drug
DB03865	drug
DB08023	drug
DB00716	drug
DB02354	drug
DB03841	drug
DB01580	drug
DB07503	drug
DB01116	drug
DB08915	drug
DB04579	drug
DB08678	drug
DB08461	drug
DB08021	drug
DB01927	drug
DB06956	drug
DB04126	drug
DB03501	drug
DB07026	drug
DB08641	drug
DB04957	drug
DB05155	drug
DB00544	drug
DB02689	drug
DB08162	drug
DB03451	drug
DB08532	drug
DB07755	drug
DB08368	drug
DB08755	drug
DB03283	drug
DB02757	drug
DB04147	drug
DB07626	drug
DB04012	drug
DB06879	drug
DB07130	drug
DB03835	drug
DB07116	drug
DB03737	drug
DB07950	drug
DB02570	drug
DB04016	drug
DB09079	drug
DB00354	drug
DB03203	drug
DB02778	drug
DB02404	drug
DB07394	drug
DB05239	drug
DB04409	drug
DB02603	drug
DB00592	drug
DB04733	drug
DB06716	drug
DB01235	drug
DB01349	drug
DB04659	drug
DB07048	drug
DB00877	drug
DB07132	drug
DB07933	drug
DB00792	drug
DB04661	drug
DB08330	drug
DB07319	drug
DB04149	drug
DB07879	drug
DB04857	drug
DB05025	drug
DB02681	drug
DB00528	drug
DB04376	drug
DB07211	drug
DB08271	drug
DB05423	drug
DB04768	drug
DB08530	drug
DB08651	drug
DB07431	drug
DB08195	drug
DB06813	drug
DB02518	drug
DB07991	drug
DB00154	drug
DB09030	drug
DB01834	drug
DB06997	drug
DB01094	drug
DB00670	drug
DB00232	drug
DB00821	drug
DB04144	drug
DB06714	drug
DB03996	drug
DB02010	drug
DB02494	drug
DB08114	drug
DB02297	drug
DB00710	drug
DB07771	drug
DB08889	drug
DB06781	drug
DB07243	drug
DB07616	drug
DB07829	drug
DB02925	drug
DB02464	drug
DB01133	drug
DB03042	drug
DB00852	drug
DB01608	drug
DB03096	drug
DB01252	drug
DB05465	drug
DB08001	drug
DB07936	drug
DB01926	drug
DB01289	drug
DB02656	drug
DB05187	drug
DB02264	drug
DB07857	drug
DB01267	drug
DB07107	drug
DB07996	drug
DB03660	drug
DB04136	drug
DB06207	drug
DB08303	drug
DB07484	drug
DB07261	drug
DB03589	drug
DB04697	drug
DB05470	drug
DB08026	drug
DB03663	drug
DB08614	drug
DB08766	drug
DB02889	drug
DB02383	drug
DB02152	drug
DB04336	drug
DB07095	drug
DB08883	drug
DB00846	drug
DB00174	drug
DB01901	drug
DB07204	drug
DB03403	drug
DB07876	drug
DB07091	drug
DB03101	drug
DB07630	drug
DB08772	drug
DB01063	drug
DB07798	drug
DB02110	drug
DB01403	drug
DB05521	drug
DB08042	drug
DB02834	drug
DB01870	drug
DB04288	drug
DB03968	drug
DB01245	drug
DB07228	drug
DB08519	drug
DB07226	drug
DB04975	drug
DB03925	drug
DB07009	drug
DB07708	drug
DB02866	drug
DB07540	drug
DB04915	drug
DB07863	drug
DB07737	drug
DB03110	drug
DB07248	drug
DB08441	drug
DB06894	drug
DB04851	drug
DB04312	drug
DB01262	drug
DB07485	drug
DB08522	drug
DB01144	drug
DB04512	drug
DB02598	drug
DB04769	drug
DB03525	drug
DB06916	drug
DB03884	drug
DB00719	drug
DB07997	drug
DB08779	drug
DB06772	drug
DB04591	drug
DB08895	drug
DB06954	drug
DB01970	drug
DB00156	drug
DB03893	drug
DB02789	drug
DB04982	drug
DB07902	drug
DB02105	drug
DB02201	drug
DB09242	drug
DB02054	drug
DB04530	drug
DB06845	drug
DB01296	drug
DB01915	drug
DB08190	drug
DB03596	drug
DB07312	drug
DB04214	drug
DB07000	drug
DB01705	drug
DB02340	drug
DB01711	drug
DB00935	drug
DB01628	drug
DB03016	drug
DB01297	drug
DB08746	drug
DB11362	drug
DB08583	drug
DB03832	drug
DB08342	drug
DB00427	drug
DB08605	drug
DB01678	drug
DB03484	drug
DB08906	drug
DB03598	drug
DB00155	drug
DB06729	drug
DB07395	drug
DB01944	drug
DB04577	drug
DB07889	drug
DB02779	drug
DB06841	drug
DB07754	drug
DB04736	drug
DB05009	drug
DB00260	drug
DB06870	drug
DB08289	drug
DB03455	drug
DB03073	drug
DB04601	drug
DB00737	drug
DB08488	drug
DB07126	drug
DB04689	drug
DB04215	drug
DB04933	drug
DB07066	drug
DB01359	drug
DB01784	drug
DB02079	drug
DB03379	drug
DB03194	drug
DB01756	drug
DB08235	drug
DB04800	drug
DB01780	drug
DB00473	drug
DB07086	drug
DB07421	drug
DB03150	drug
DB02153	drug
DB06959	drug
DB07875	drug
DB02893	drug
DB05295	drug
DB02628	drug
DB09292	drug
DB01917	drug
DB07307	drug
DB02308	drug
DB04306	drug
DB08025	drug
DB03867	drug
DB03316	drug
DB08645	drug
DB03082	drug
DB08808	drug
DB01854	drug
DB06766	drug
DB01202	drug
DB00891	drug
DB05316	drug
DB01070	drug
DB04491	drug
DB03982	drug
DB08557	drug
DB01632	drug
DB00127	drug
DB03060	drug
DB01179	drug
DB08044	drug
DB08774	drug
DB04153	drug
DB02103	drug
DB04377	drug
DB08547	drug
DB08301	drug
DB05219	drug
DB07786	drug
DB07444	drug
DB07830	drug
DB08093	drug
DB03373	drug
DB08236	drug
DB06623	drug
DB04864	drug
DB01860	drug
DB07550	drug
DB02360	drug
DB03921	drug
DB07163	drug
DB02772	drug
DB04764	drug
DB00830	drug
DB02338	drug
DB01727	drug
DB08332	drug
DB08499	drug
DB01138	drug
DB07187	drug
DB03067	drug
DB01240	drug
DB06694	drug
DB01442	drug
DB07440	drug
DB03092	drug
DB03542	drug
DB02335	drug
DB01941	drug
DB02205	drug
DB02211	drug
DB06791	drug
DB03435	drug
DB08612	drug
DB02919	drug
DB06218	drug
DB07760	drug
DB01025	drug
DB00304	drug
DB06876	drug
DB00527	drug
DB07357	drug
DB02018	drug
DB02381	drug
DB07843	drug
DB08575	drug
DB08213	drug
DB07975	drug
DB03425	drug
DB02226	drug
DB03084	drug
DB08500	drug
DB02052	drug
DB00854	drug
DB03220	drug
DB04817	drug
DB00613	drug
DB08326	drug
DB04510	drug
DB04407	drug
DB08510	drug
DB04326	drug
DB04760	drug
DB00551	drug
DB01333	drug
DB08371	drug
DB00498	drug
DB05838	drug
DB04163	drug
DB08550	drug
DB07148	drug
DB04278	drug
DB00166	drug
DB01990	drug
DB08240	drug
DB08595	drug
DB03821	drug
DB00848	drug
DB04008	drug
DB03100	drug
DB06702	drug
DB07524	drug
DB07598	drug
DB07654	drug
DB07266	drug
DB03384	drug
DB02161	drug
DB03023	drug
DB07684	drug
DB03103	drug
DB06859	drug
DB06832	drug
DB06713	drug
DB08608	drug
DB07852	drug
DB00294	drug
DB06605	drug
DB06151	drug
DB08566	drug
DB01977	drug
DB03704	drug
DB04972	drug
DB02731	drug
DB01763	drug
DB02350	drug
DB02637	drug
DB03552	drug
DB07787	drug
DB03169	drug
DB07231	drug
DB00747	drug
DB02445	drug
DB03837	drug
DB08062	drug
DB04674	drug
DB01191	drug
DB04246	drug
DB02611	drug
DB08164	drug
DB02723	drug
DB05047	drug
DB03636	drug
DB00798	drug
DB02056	drug
DB06701	drug
DB00636	drug
DB06938	drug
DB06930	drug
DB06663	drug
DB02715	drug
DB08057	drug
DB06774	drug
DB06994	drug
DB04223	drug
DB03935	drug
DB01180	drug
DB04801	drug
DB08786	drug
DB08535	drug
DB02740	drug
DB08495	drug
DB04514	drug
DB04882	drug
DB02984	drug
DB07908	drug
DB07289	drug
DB02090	drug
DB08491	drug
DB01684	drug
DB08553	drug
DB01748	drug
DB08801	drug
DB07364	drug
DB02431	drug
DB03217	drug
DB03932	drug
DB07719	drug
DB08631	drug
DB08476	drug
DB00165	drug
DB07252	drug
DB02095	drug
DB07702	drug
DB08602	drug
DB08564	drug
DB08338	drug
DB00428	drug
DB04665	drug
DB08439	drug
DB00922	drug
DB00209	drug
DB03783	drug
DB03906	drug
DB02938	drug
DB07215	drug
DB01207	drug
DB07174	drug
DB08346	drug
DB08053	drug
DB07764	drug
DB02932	drug
DB01733	drug
DB03903	drug
DB04107	drug
DB02207	drug
DB01643	drug
DB01166	drug
DB03721	drug
DB08659	drug
DB07529	drug
DB05913	drug
DB05010	drug
DB08406	drug
DB02901	drug
DB08070	drug
DB01564	drug
DB07376	drug
DB07860	drug
DB02585	drug
DB03923	drug
DB05676	drug
DB06991	drug
DB05107	drug
DB07913	drug
DB00290	drug
DB07198	drug
DB02742	drug
DB04767	drug
DB02991	drug
DB01823	drug
DB07538	drug
DB07750	drug
DB07164	drug
DB04856	drug
DB08709	drug
DB00855	drug
DB08078	drug
DB03988	drug
DB01742	drug
DB00372	drug
DB01858	drug
DB07947	drug
DB08320	drug
DB01301	drug
DB07749	drug
DB08068	drug
DB08420	drug
DB04273	drug
DB01772	drug
DB04622	drug
DB08251	drug
DB02426	drug
DB04884	drug
DB06937	drug
DB02917	drug
DB07108	drug
DB02398	drug
DB04213	drug
DB04297	drug
DB07080	drug
DB04863	drug
DB02234	drug
DB04316	drug
DB08329	drug
DB02386	drug
DB07470	drug
DB08489	drug
DB00183	drug
DB02107	drug
DB02542	drug
DB04175	drug
DB03466	drug
DB08373	drug
DB01675	drug
DB01818	drug
DB07872	drug
DB03523	drug
DB03338	drug
DB07058	drug
DB05421	drug
DB07527	drug
DB03367	drug
DB03173	drug
DB08113	drug
DB08815	drug
DB07403	drug
DB07242	drug
DB03900	drug
DB07092	drug
DB06730	drug
DB07742	drug
DB07657	drug
DB02624	drug
DB06843	drug
DB07189	drug
DB00146	drug
DB01958	drug
DB04630	drug
DB08507	drug
DB02873	drug
DB08142	drug
DB01983	drug
DB04335	drug
DB09039	drug
DB01762	drug
DB00385	drug
DB08897	drug
DB01842	drug
DB05284	drug
DB02563	drug
DB08300	drug
DB02942	drug
DB08672	drug
DB07233	drug
DB04260	drug
DB01809	drug
DB01731	drug
DB08170	drug
DB05708	drug
DB02035	drug
DB08875	drug
DB03135	drug
DB04866	drug
DB08593	drug
DB08413	drug
DB08780	drug
DB03958	drug
DB01347	drug
DB07045	drug
DB05252	drug
DB04351	drug
DB07025	drug
DB08729	drug
DB07687	drug
DB02721	drug
DB08248	drug
DB03365	drug
DB02831	drug
DB07741	drug
DB07298	drug
DB00365	drug
DB01738	drug
DB01176	drug
DB07739	drug
DB04960	drug
DB01408	drug
DB07585	drug
DB06282	drug
DB01625	drug
DB07270	drug
DB01771	drug
DB08442	drug
DB00825	drug
DB08893	drug
DB06902	drug
DB01053	drug
DB00610	drug
DB07827	drug
DB04121	drug
DB04485	drug
DB07486	drug
DB04771	drug
DB01021	drug
DB01033	drug
DB02341	drug
DB07285	drug
DB07029	drug
DB00144	drug
DB00214	drug
DB04669	drug
DB04001	drug
DB09280	drug
DB08241	drug
DB03677	drug
DB02422	drug
DB06898	drug
DB06829	drug
DB03956	drug
DB01712	drug
DB07555	drug
DB09080	drug
DB08302	drug
DB01388	drug
DB03847	drug
DB08169	drug
DB04838	drug
DB03214	drug
DB01947	drug
DB02419	drug
DB07329	drug
DB06948	drug
DB04599	drug
DB08804	drug
DB08828	drug
